nform,nper,sit.conyugal,nivel.educ,parent.jefe,edad,sexo,dedicacion.p,tipo.p,tareas.p,jub.pen,transf.pais,transf.ext,afam,benef.esp,ola,dpto_cod
1694,1,1,4,3,13,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1694,2,3,10,1,38,1,1,2,2,0,0,NA,NA,2,3,Montevideo
1694,3,3,9,2,37,2,1,2,2,0,0,NA,NA,2,3,Montevideo
1694,4,1,4,3,12,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1696,1,1,4,7,14,1,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1696,13,1,2,1,48,2,1,2,9,0,0,NA,NA,NA,3,Montevideo
1698,1,1,2,3,14,2,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1698,2,3,5,1,59,1,1,2,9,0,0,1,NA,2000,3,Montevideo
1698,3,3,10,2,54,2,1,2,9,1000,0,1,165,2,3,Montevideo
1698,4,2,4,3,22,2,1,2,5,0,0,1,165,2,3,Montevideo
1698,13,1,1,7,5,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1698,14,2,4,6,23,1,1,2,9,0,0,1,NA,2,3,Montevideo
1699,1,1,4,7,13,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1699,2,3,2,1,61,1,1,5,5,NA,NA,NA,NA,NA,3,Montevideo
1699,3,3,4,2,59,2,6,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1699,4,1,4,3,33,2,1,2,3,0,0,1,1200,2,3,Montevideo
1699,5,1,4,3,38,2,2,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1699,6,1,4,7,14,2,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1699,7,1,2,7,12,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1699,8,1,2,7,10,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1699,13,1,1,7,4,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1700,1,1,4,4,13,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1700,2,4,5,1,40,2,1,1,9,3000,NA,3,2044,1340,3,Montevideo
1700,4,1,4,4,21,2,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1700,5,1,4,4,19,1,7,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1700,6,1,2,4,9,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1700,13,1,NA,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1701,1,1,4,3,13,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1701,2,3,4,2,46,1,1,1,4,0,0,1,366,2,3,Montevideo
1701,3,3,4,1,43,2,1,2,5,0,0,1,NA,2,3,Montevideo
1701,5,1,4,3,18,1,2,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1701,6,1,2,3,7,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1701,13,5,2,8,83,2,4,NA,NA,6000,0,1,NA,2,3,Montevideo
1702,1,1,4,4,14,2,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1702,2,1,4,4,16,2,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1702,2,4,4,1,47,2,1,2,5,NA,NA,2,2400,NA,3,Montevideo
1703,1,1,2,7,14,2,6,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1703,5,1,2,7,13,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1703,13,1,2,1,48,2,6,NA,NA,1700,NA,3,3281,NA,3,Montevideo
1703,14,1,2,4,7,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1703,15,1,2,7,12,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1703,16,1,1,7,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1703,17,1,2,4,21,2,6,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1703,18,1,2,4,18,1,7,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1703,19,1,2,4,16,1,7,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1703,20,1,2,4,12,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1703,21,1,2,4,10,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1705,1,1,4,3,13,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1705,2,3,5,1,36,1,1,6,9,NA,NA,NA,NA,NA,3,Montevideo
1705,3,3,2,2,32,2,1,6,9,NA,NA,NA,1600,NA,3,Montevideo
1705,13,1,1,3,41,2,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1706,1,1,4,5,13,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1706,2,1,9,1,43,1,1,2,4,NA,NA,1,NA,NA,3,Montevideo
1706,3,4,9,2,41,2,1,2,4,NA,NA,4,NA,NA,3,Montevideo
1706,4,1,2,3,8,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1707,1,1,4,3,13,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1707,2,3,9,1,47,1,1,1,9,NA,NA,1,1200,NA,3,Montevideo
1707,3,3,10,2,43,2,1,1,4,NA,NA,NA,NA,NA,3,Montevideo
1707,4,1,4,5,20,1,2,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1707,13,1,2,3,6,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1709,1,1,4,4,14,2,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1709,3,2,2,1,40,2,1,2,7,NA,NA,3,1700,NA,3,Montevideo
1709,13,1,2,4,6,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1709,14,2,4,2,30,1,2,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1710,1,1,4,3,14,2,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1710,2,3,2,1,38,1,1,1,6,NA,NA,NA,866,NA,3,Montevideo
1710,3,3,4,2,40,2,6,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1710,4,1,4,3,18,2,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1713,1,1,3,4,14,1,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1713,3,4,5,1,50,2,1,1,5,NA,NA,1,NA,NA,3,Montevideo
1713,4,1,4,4,16,2,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1715,1,1,2,7,13,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Canelones
1715,2,4,4,3,34,2,2,NA,NA,NA,NA,NA,1600,NA,3,Canelones
1715,4,4,2,1,64,1,4,NA,NA,9100,NA,NA,NA,NA,3,Canelones
1715,13,1,1,7,3,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Canelones
1715,14,1,NA,7,1,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Canelones
1716,1,1,4,3,14,1,3,NA,NA,NA,NA,NA,NA,NA,3,Canelones
1716,3,2,4,99,35,2,1,2,7,NA,NA,1,NA,NA,3,Canelones
1716,13,1,1,3,5,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Canelones
1716,14,2,4,99,36,1,1,2,8,NA,NA,1,NA,NA,3,Canelones
1718,1,1,5,3,14,2,3,NA,NA,NA,NA,NA,NA,NA,3,Canelones
1718,2,3,5,1,41,1,1,2,5,NA,NA,NA,NA,NA,3,Canelones
1718,3,3,4,2,38,2,6,NA,NA,NA,NA,NA,NA,NA,3,Canelones
1721,1,1,4,3,13,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1721,2,2,2,2,45,2,1,6,9,NA,NA,1,1500,NA,3,Montevideo
1721,3,2,5,1,46,1,1,6,9,NA,NA,1,NA,NA,3,Montevideo
1721,4,1,2,3,9,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1721,13,5,2,9,81,2,5,NA,NA,5000,NA,NA,NA,NA,3,Montevideo
1722,1,1,4,3,14,2,7,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1722,2,3,10,1,54,1,1,2,2,NA,NA,NA,NA,5000,3,Montevideo
1722,3,3,10,2,56,2,1,1,2,NA,NA,NA,NA,5000,3,Montevideo
1723,1,1,4,3,13,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1723,2,2,4,1,47,1,1,2,4,NA,NA,NA,NA,NA,3,Montevideo
1723,3,2,10,2,47,2,1,1,3,NA,NA,NA,NA,NA,3,Montevideo
1723,4,1,4,3,18,2,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1723,5,5,2,8,82,2,4,NA,NA,8000,NA,NA,NA,NA,3,Montevideo
1724,1,1,4,4,13,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1724,2,4,10,1,38,2,1,2,4,8000,0,NA,NA,2,3,Montevideo
1724,4,1,2,4,11,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1725,1,1,4,4,14,2,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1725,3,1,9,1,38,2,1,1,4,0,7000,1,NA,2,3,Montevideo
1726,1,1,4,3,14,2,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1726,2,3,10,1,34,2,1,2,2,NA,NA,1,NA,NA,3,Montevideo
1726,13,3,9,2,39,1,1,1,3,NA,NA,1,NA,NA,3,Montevideo
1726,14,1,NA,3,0,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1727,1,1,5,3,14,1,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1727,2,3,8,1,44,1,1,2,3,NA,NA,NA,NA,NA,3,Montevideo
1727,3,3,5,2,48,2,2,NA,NA,NA,NA,NA,1600,NA,3,Montevideo
1727,5,1,9,3,21,2,1,2,9,NA,NA,NA,800,NA,3,Montevideo
1727,13,1,2,3,6,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1727,14,1,1,7,3,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1728,1,1,4,3,14,1,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1728,2,3,4,2,37,2,1,2,5,NA,NA,NA,NA,NA,3,Montevideo
1728,3,3,4,1,40,1,1,2,9,NA,NA,NA,NA,NA,3,Montevideo
1728,4,1,4,3,16,1,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1728,5,1,4,3,14,1,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1728,6,1,4,3,12,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1729,1,1,4,7,14,1,1,2,9,NA,NA,NA,NA,NA,3,Montevideo
1729,3,5,NA,1,80,2,4,NA,NA,9000,NA,NA,1600,NA,3,Montevideo
1729,4,1,2,7,12,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1729,5,1,2,7,11,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1730,1,1,4,3,15,1,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1730,2,2,9,2,52,2,1,2,5,4000,NA,1,NA,2500,3,Montevideo
1730,3,2,9,1,50,1,1,2,5,NA,NA,1,NA,NA,3,Montevideo
1730,4,1,4,3,18,1,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1730,5,1,4,3,17,1,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1730,6,1,2,3,9,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1732,1,1,4,3,13,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1732,2,2,2,1,53,1,1,6,5,NA,NA,NA,NA,NA,3,Montevideo
1732,3,2,4,2,47,2,6,NA,NA,NA,NA,NA,3260,NA,3,Montevideo
1732,4,1,4,5,20,1,1,2,5,NA,NA,NA,NA,NA,3,Montevideo
1732,5,1,4,5,17,2,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1732,6,1,2,3,10,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1732,7,1,2,3,8,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1732,13,1,1,3,6,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1736,1,1,4,4,13,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1736,3,2,4,1,41,2,1,2,5,NA,NA,1,NA,NA,3,Montevideo
1736,4,1,2,4,8,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1736,5,1,4,4,15,2,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1736,6,1,4,4,19,1,1,2,9,NA,NA,1,NA,NA,3,Montevideo
1736,7,1,4,4,23,1,1,2,9,NA,NA,1,NA,NA,3,Montevideo
1736,13,1,1,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1736,14,1,NA,4,0,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1736,15,2,5,2,41,1,1,2,5,NA,NA,1,NA,NA,3,Montevideo
1738,1,1,4,3,14,1,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1738,2,3,4,1,56,1,1,2,9,NA,NA,2,3700,NA,3,Montevideo
1738,3,3,4,2,47,2,4,NA,NA,6000,NA,2,NA,NA,3,Montevideo
1738,4,1,4,3,15,1,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1738,5,1,4,3,17,1,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1739,1,1,4,3,13,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1739,2,2,2,1,36,1,1,2,9,NA,NA,NA,NA,NA,3,Montevideo
1739,3,2,2,2,36,2,2,NA,NA,NA,NA,NA,1800,NA,3,Montevideo
1739,5,1,2,3,12,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1739,13,1,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1740,1,1,2,7,14,1,7,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1740,2,3,2,1,73,1,4,NA,NA,9000,NA,1,NA,NA,3,Montevideo
1740,3,3,2,2,72,2,4,NA,NA,999999,NA,NA,NA,NA,3,Montevideo
1740,4,4,5,3,47,2,1,2,8,NA,NA,1,1200,NA,3,Montevideo
1740,5,1,4,3,43,2,7,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1740,6,1,4,7,27,2,1,2,8,NA,NA,1,809,NA,3,Montevideo
1740,7,2,99,7,23,2,7,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1740,8,1,3,7,14,1,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1740,9,1,2,7,10,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1740,13,1,NA,12,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1741,1,1,3,7,14,1,7,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1741,2,3,2,1,73,1,4,NA,NA,9000,NA,1,NA,NA,3,Montevideo
1741,3,3,2,2,72,2,4,NA,NA,999999,NA,NA,NA,NA,3,Montevideo
1741,4,4,5,3,47,2,1,2,9,NA,NA,1,1200,NA,3,Montevideo
1741,5,1,4,3,43,2,7,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1741,6,1,4,7,27,2,1,2,9,NA,NA,1,809,NA,3,Montevideo
1741,7,2,99,7,23,2,7,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1741,8,1,2,7,14,1,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1741,9,1,NA,12,0,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1741,13,1,NA,12,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1742,1,1,4,3,13,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1742,2,2,2,1,39,1,1,2,9,NA,NA,NA,NA,NA,3,Montevideo
1742,3,2,4,2,38,2,1,2,9,NA,NA,NA,NA,NA,3,Montevideo
1742,4,1,2,3,8,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1743,1,1,2,4,14,2,7,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1743,3,1,2,1,38,2,2,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1743,4,1,4,4,20,1,1,2,9,NA,NA,NA,1900,NA,3,Montevideo
1743,5,1,4,4,16,1,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1743,6,1,4,4,18,2,1,2,9,NA,NA,NA,NA,NA,3,Montevideo
1743,7,1,2,4,11,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1743,8,1,2,4,9,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1744,1,1,2,5,16,1,7,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1744,2,2,2,1,70,1,1,6,9,3800,NA,1,NA,NA,3,Montevideo
1744,3,2,2,2,47,2,6,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1744,6,1,NA,13,59,1,1,6,9,NA,NA,1,NA,NA,3,Montevideo
1744,7,1,3,4,9,1,NA,NA,NA,NA,NA,4,NA,NA,3,Montevideo
1744,8,1,2,5,21,1,7,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1744,9,1,3,5,19,2,7,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1744,10,1,NA,5,25,2,7,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1744,13,1,1,4,3,1,NA,NA,NA,NA,NA,4,NA,NA,3,Montevideo
1745,1,1,2,4,13,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1745,3,4,4,1,33,2,2,NA,NA,NA,NA,3,2300,NA,3,Montevideo
1745,4,1,4,4,16,2,7,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1745,5,1,2,4,12,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1745,6,1,2,4,7,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
1745,13,1,1,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
2002,1,1,2,3,13,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
2002,2,2,2,1,36,1,1,2,8,NA,NA,NA,NA,NA,3,Montevideo
2002,3,2,2,2,33,2,6,NA,NA,NA,NA,3,2850,NA,3,Montevideo
2002,4,1,2,3,10,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
2002,5,1,4,3,16,2,7,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
2002,13,1,NA,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
2002,14,1,2,3,7,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
2006,1,1,2,3,13,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
2006,2,3,4,1,44,1,1,2,4,NA,NA,NA,NA,NA,3,Montevideo
2006,3,3,4,2,44,2,1,2,9,NA,NA,NA,700,NA,3,Montevideo
2006,4,1,4,3,24,1,1,2,9,NA,NA,NA,NA,NA,3,Montevideo
2006,5,1,4,3,20,1,1,2,8,NA,NA,NA,NA,NA,3,Montevideo
2007,1,1,4,3,14,1,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
2007,2,3,4,1,44,1,1,2,3,NA,NA,NA,1800,NA,3,Montevideo
2007,3,3,10,2,42,2,1,2,2,NA,NA,NA,NA,NA,3,Montevideo
2007,4,1,4,3,17,2,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
2007,5,4,2,8,82,2,5,NA,NA,4000,NA,NA,NA,NA,3,Montevideo
2008,1,1,2,3,14,2,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
2008,2,2,2,1,40,1,1,6,9,NA,NA,NA,NA,NA,3,Montevideo
2008,3,2,5,2,35,2,6,NA,NA,NA,NA,3,1673,NA,3,Montevideo
2008,4,1,2,3,12,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
2008,5,1,2,3,10,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
2010,1,1,4,3,14,1,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
2010,2,3,4,1,34,1,1,2,7,NA,NA,NA,NA,3000,3,Montevideo
2010,3,3,4,2,34,2,1,6,7,NA,NA,NA,NA,NA,3,Montevideo
2011,1,1,4,3,14,2,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
2011,2,3,4,1,44,2,1,2,9,NA,NA,NA,NA,NA,3,Montevideo
2011,3,3,5,2,41,1,1,4,5,NA,NA,NA,NA,NA,3,Montevideo
2011,4,1,4,3,13,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
2014,1,1,2,3,14,1,3,NA,NA,NA,NA,NA,NA,NA,3,Canelones
2014,2,3,9,1,33,1,1,2,5,NA,NA,NA,NA,NA,3,Canelones
2014,3,3,4,2,32,2,6,NA,NA,NA,NA,NA,2349,NA,3,Canelones
2014,4,1,4,3,16,2,3,NA,NA,NA,NA,NA,NA,NA,3,Canelones
2014,5,1,2,3,11,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Canelones
2014,6,1,2,3,12,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Canelones
2019,1,1,4,3,14,1,3,NA,NA,NA,NA,NA,NA,NA,3,Canelones
2019,2,3,4,1,35,1,1,2,6,NA,NA,NA,NA,NA,3,Canelones
2019,3,3,2,2,33,2,2,NA,NA,NA,NA,1,2400,NA,3,Canelones
2019,4,1,4,3,13,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Canelones
2019,13,1,NA,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Canelones
2020,1,1,3,3,14,1,3,NA,NA,NA,NA,NA,NA,NA,3,Canelones
2020,2,3,2,1,67,1,1,6,9,1000,NA,NA,NA,NA,3,Canelones
2020,3,3,2,2,57,2,1,6,9,NA,NA,NA,NA,NA,3,Canelones
2020,4,1,9,3,19,1,1,2,8,NA,NA,NA,NA,NA,3,Canelones
2022,1,1,4,3,14,1,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
2022,2,3,2,1,56,1,1,1,4,NA,NA,NA,NA,NA,3,Montevideo
2022,3,3,2,2,49,2,7,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
2022,6,1,4,3,21,1,1,2,9,NA,NA,NA,NA,NA,3,Montevideo
2022,9,1,2,3,18,1,1,2,9,NA,NA,NA,NA,NA,3,Montevideo
2023,1,1,4,4,14,2,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
2023,2,1,2,1,48,2,1,2,9,NA,NA,NA,2390,NA,3,Montevideo
2023,3,1,4,4,17,2,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
2023,4,1,4,4,15,2,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
2024,1,1,4,99,13,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
2024,2,3,4,1,38,1,1,2,8,NA,NA,NA,NA,NA,3,Montevideo
2024,3,3,2,2,30,2,1,2,9,NA,NA,NA,2500,NA,3,Montevideo
2024,4,1,2,99,12,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
2024,5,1,2,99,10,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
2024,6,1,2,99,9,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
2024,7,1,2,99,7,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
2024,13,1,1,99,5,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
2024,14,1,NA,99,1,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
2025,1,1,4,3,13,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
2025,2,2,4,2,24,2,1,2,9,NA,NA,NA,NA,NA,3,Montevideo
2025,3,2,2,1,28,1,1,2,9,NA,NA,NA,NA,NA,3,Montevideo
2025,13,1,1,3,6,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
2027,1,1,4,3,14,2,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
2027,2,3,4,1,37,1,1,6,9,NA,NA,4,800,NA,3,Montevideo
2027,4,1,2,3,12,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
2027,5,1,2,3,10,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
2028,1,1,4,3,13,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
2028,2,3,2,1,38,1,1,2,8,0,0,1,NA,NA,3,Montevideo
2028,3,3,2,2,39,2,1,1,10,0,0,1,800,NA,3,Montevideo
2028,4,1,2,3,8,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
2028,5,1,2,3,8,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
2029,1,1,4,3,13,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
2029,2,3,2,2,42,2,1,2,9,NA,NA,1,800,NA,3,Montevideo
2029,3,3,2,1,48,1,1,2,9,NA,NA,NA,NA,NA,3,Montevideo
2029,6,1,4,3,15,1,1,5,9,NA,NA,NA,NA,NA,3,Montevideo
2030,1,1,4,4,14,2,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
2030,3,3,2,1,42,2,1,5,6,NA,NA,NA,1200,NA,3,Montevideo
2030,5,1,4,4,16,2,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
2030,6,1,2,4,12,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
2030,13,1,1,4,7,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
2031,1,1,4,3,13,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
2031,2,3,2,1,48,1,1,2,8,NA,NA,NA,380,1200,3,Montevideo
2031,3,3,4,2,41,2,6,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
2031,4,1,2,3,8,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
2037,1,1,4,3,14,1,3,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
2037,2,2,2,1,37,2,1,2,9,NA,NA,NA,NA,NA,3,Montevideo
2037,5,1,2,3,17,1,7,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
2037,6,1,2,3,12,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
2037,7,2,2,2,39,1,7,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
2038,1,1,2,4,14,1,3,NA,NA,NA,NA,1,NA,NA,3,Canelones
2038,5,2,2,1,31,2,1,5,9,NA,NA,2,1800,NA,3,Canelones
2038,8,1,2,4,12,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Canelones
2038,13,1,2,4,5,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Canelones
2038,14,1,1,4,3,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Canelones
2038,15,1,2,2,31,1,1,6,7,NA,NA,1,NA,NA,3,Canelones
2039,1,1,4,3,13,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
2039,2,2,4,1,32,1,1,2,9,NA,NA,NA,1500,NA,3,Montevideo
2039,3,2,4,2,29,2,1,2,5,NA,NA,NA,NA,NA,3,Montevideo
2039,4,1,2,3,8,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
2039,13,1,2,3,7,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
2040,1,1,4,4,13,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
2040,2,5,10,1,47,2,1,2,9,4000,NA,NA,350,NA,3,Montevideo
2044,1,1,1,7,14,2,7,NA,NA,NA,NA,NA,NA,NA,3,Montevideo
