nform,nper,sit.conyugal,nivel.educ,parent.jefe,edad,sexo,dedicacion.p,tipo.p,tareas.p,jub.pen,transf.pais,transf.ext,afam,benef.esp,ola,dpto_cod
7088,3,4,4,1,43,2,1,2,9,NA,NA,NA,2550,NA,3,Paysandu
7088,4,1,4,4,14,1,3,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7088,5,1,2,4,11,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7088,13,1,1,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7090,1,1,4,4,13,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7090,2,4,2,1,53,2,1,2,6,NA,NA,NA,350,NA,3,Paysandu
7090,3,1,4,4,23,1,1,2,7,NA,NA,NA,NA,NA,3,Paysandu
7091,1,1,4,4,14,2,3,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7091,2,2,2,2,44,1,4,NA,NA,5211,NA,1,1874,NA,3,Paysandu
7091,3,2,2,1,39,2,1,2,5,NA,NA,3,NA,792,3,Paysandu
7091,4,1,4,4,15,1,3,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7092,1,1,4,4,13,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7092,2,1,2,1,47,2,1,2,9,NA,NA,3,1600,NA,3,Paysandu
7092,3,1,2,4,11,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7093,1,1,4,4,14,1,3,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7093,2,1,4,1,35,2,6,NA,NA,NA,NA,3,1322,NA,3,Paysandu
7093,4,1,4,4,18,2,6,NA,NA,NA,NA,2,830,NA,3,Paysandu
7093,5,1,2,4,13,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7093,6,1,2,4,11,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7093,7,1,2,4,9,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7093,8,1,2,4,7,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7093,13,1,NA,4,3,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7093,14,1,NA,7,0,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7094,1,1,4,4,13,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7094,2,2,2,1,41,2,1,3,5,NA,NA,3,2300,NA,3,Paysandu
7094,3,1,5,4,19,1,3,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7094,4,1,4,4,17,2,6,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7094,13,1,2,3,6,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7094,14,2,2,2,35,1,1,3,5,NA,NA,NA,NA,NA,3,Paysandu
7096,1,1,4,4,14,1,3,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7096,2,3,4,1,36,2,1,2,9,NA,NA,NA,1680,NA,3,Paysandu
7096,13,1,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7096,14,3,4,2,40,1,1,2,9,NA,NA,NA,NA,NA,3,Paysandu
7097,1,1,3,3,14,1,3,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7097,2,3,2,2,40,2,6,NA,NA,NA,NA,NA,2400,NA,3,Paysandu
7097,3,3,2,1,45,1,1,2,9,NA,NA,NA,700,NA,3,Paysandu
7097,4,2,4,3,24,2,1,2,5,NA,NA,NA,700,NA,3,Paysandu
7097,5,1,4,3,22,2,1,2,5,NA,NA,NA,NA,NA,3,Paysandu
7097,8,1,5,3,15,1,7,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7097,9,1,2,3,11,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7097,10,1,2,3,9,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7097,13,1,1,7,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7097,14,1,1,7,4,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7098,1,1,4,3,14,2,7,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7098,2,2,2,12,51,1,1,5,5,NA,NA,NA,NA,NA,3,Paysandu
7098,3,2,5,2,48,2,1,2,5,NA,NA,3,1130,NA,3,Paysandu
7098,4,1,2,3,8,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7098,8,1,4,3,16,2,7,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7099,1,1,4,12,13,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7099,2,1,2,12,37,2,1,2,5,NA,NA,NA,NA,NA,3,Paysandu
7099,3,5,2,12,75,2,5,NA,NA,3000,NA,NA,NA,NA,3,Paysandu
7099,4,5,4,8,58,2,7,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7099,5,1,4,1,38,2,1,1,4,NA,NA,NA,NA,NA,3,Paysandu
7099,6,1,4,10,30,2,1,1,2,NA,NA,NA,NA,NA,3,Paysandu
7099,7,1,4,12,17,1,3,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7099,13,1,1,12,4,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7100,1,1,5,7,15,2,3,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7100,2,1,2,1,71,2,4,NA,NA,5000,NA,3,100,NA,3,Paysandu
7100,3,1,2,7,19,2,3,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7101,1,1,2,4,14,2,3,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7101,3,4,2,1,36,2,1,2,5,NA,NA,3,1680,NA,3,Paysandu
7101,6,1,2,4,12,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7101,7,1,2,4,9,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7102,1,1,4,3,14,1,7,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7102,2,3,2,1,31,1,1,2,9,NA,NA,NA,NA,NA,3,Paysandu
7102,3,3,2,2,29,2,6,NA,NA,NA,NA,NA,1980,NA,3,Paysandu
7102,4,1,2,3,12,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7102,5,1,2,3,11,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7102,13,1,1,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7104,1,1,4,3,14,1,3,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7104,2,3,2,1,65,1,1,1,9,NA,NA,NA,NA,NA,3,Paysandu
7104,3,3,2,2,61,2,6,NA,NA,NA,NA,NA,374,NA,3,Paysandu
7104,4,1,2,3,41,1,1,2,5,NA,NA,NA,NA,NA,3,Paysandu
7104,5,1,2,3,34,1,1,2,5,NA,NA,NA,NA,NA,3,Paysandu
7104,6,1,5,3,26,1,1,2,5,NA,NA,NA,NA,NA,3,Paysandu
7104,7,1,3,3,24,1,1,2,5,NA,NA,NA,NA,NA,3,Paysandu
7105,1,1,4,4,14,1,3,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7105,2,4,2,1,40,2,1,2,9,NA,NA,NA,700,NA,3,Paysandu
7105,4,1,4,4,19,2,1,2,4,NA,NA,NA,NA,NA,3,Paysandu
7105,5,1,2,4,12,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7106,1,1,4,3,14,1,3,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7106,2,2,2,1,49,1,1,2,8,NA,NA,3,1780,NA,3,Paysandu
7106,3,2,2,2,53,2,1,2,9,NA,NA,NA,NA,NA,3,Paysandu
7106,4,1,2,3,22,1,1,2,9,NA,NA,NA,NA,NA,3,Paysandu
7106,5,1,4,3,18,1,3,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7110,1,1,2,4,15,1,1,2,9,NA,NA,NA,NA,NA,3,Paysandu
7110,2,4,4,1,48,2,7,NA,NA,NA,NA,3,2000,NA,3,Paysandu
7110,4,1,2,4,26,1,7,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7110,8,1,2,4,19,2,1,2,9,NA,NA,NA,NA,NA,3,Paysandu
7110,9,1,2,4,10,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7110,13,1,2,4,6,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7111,1,1,4,3,13,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7111,2,3,4,1,39,1,1,1,8,NA,NA,NA,NA,NA,3,Paysandu
7111,3,3,4,2,40,2,1,1,9,NA,NA,NA,NA,NA,3,Paysandu
7111,13,1,2,3,6,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7111,14,1,1,3,5,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7112,1,1,4,4,14,2,3,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7112,3,4,2,1,48,2,1,2,9,NA,NA,NA,300,NA,3,Paysandu
7113,1,1,4,3,14,1,3,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7113,2,3,4,1,43,1,1,1,4,NA,NA,NA,NA,NA,3,Paysandu
7113,3,3,4,2,41,2,1,2,9,NA,NA,NA,NA,NA,3,Paysandu
7113,4,1,4,3,17,2,3,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7113,5,1,2,3,7,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7115,1,1,4,3,13,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7115,2,3,5,1,48,1,1,5,7,NA,NA,NA,NA,NA,3,Paysandu
7115,3,3,2,2,44,2,6,NA,NA,NA,NA,NA,1312,NA,3,Paysandu
7115,4,1,4,5,23,1,2,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7115,5,1,4,3,20,2,1,2,5,NA,NA,NA,NA,NA,3,Paysandu
7115,6,1,2,3,11,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7117,1,1,4,3,14,2,3,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7117,2,3,4,1,49,1,1,1,1,NA,NA,NA,110,NA,3,Paysandu
7117,3,3,4,2,51,2,1,2,5,NA,NA,NA,NA,NA,3,Paysandu
7117,4,1,5,3,24,2,1,1,5,NA,NA,NA,NA,NA,3,Paysandu
7118,1,1,4,3,14,2,3,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7118,2,3,4,1,49,1,1,2,8,NA,NA,NA,NA,NA,3,Paysandu
7118,3,3,4,2,42,2,1,2,9,NA,NA,NA,NA,NA,3,Paysandu
7118,4,1,4,3,21,1,1,2,9,NA,NA,NA,NA,NA,3,Paysandu
7119,1,1,2,3,13,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7119,2,1,4,1,39,1,1,2,8,NA,NA,NA,NA,NA,3,Paysandu
7119,3,1,2,2,31,2,7,NA,NA,NA,NA,NA,5392,NA,3,Paysandu
7119,4,1,4,3,16,2,3,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7119,5,1,2,3,11,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7119,6,1,2,3,9,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7119,13,1,NA,3,6,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7120,1,1,2,4,13,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7120,2,4,2,1,42,2,1,2,9,4080,NA,NA,3300,NA,3,Paysandu
7120,6,1,1,4,10,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7120,13,1,1,4,7,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7123,1,1,4,3,13,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7123,2,3,5,1,48,1,1,2,5,NA,NA,NA,NA,NA,3,Paysandu
7123,3,3,4,2,47,2,6,NA,NA,NA,NA,NA,1236,NA,3,Paysandu
7123,4,1,4,3,21,1,1,2,5,NA,NA,NA,NA,NA,3,Paysandu
7124,1,1,4,3,13,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7124,2,2,2,1,41,1,1,2,5,NA,NA,2,NA,NA,3,Paysandu
7124,3,2,2,2,43,2,1,2,5,NA,NA,NA,1300,NA,3,Paysandu
7124,4,1,2,3,17,2,3,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7126,1,1,4,7,14,2,3,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7126,2,4,4,1,65,2,4,NA,NA,3800,NA,NA,NA,NA,3,Paysandu
7126,3,4,4,4,39,2,1,2,5,NA,NA,NA,720,NA,3,Paysandu
7126,4,1,4,7,18,2,1,2,5,NA,NA,NA,NA,NA,3,Paysandu
7126,13,1,1,12,0,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7127,1,1,2,4,13,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7127,2,4,4,1,42,2,1,2,9,NA,NA,3,1000,NA,3,Paysandu
7127,3,1,4,4,19,1,1,6,9,NA,NA,NA,NA,NA,3,Paysandu
7128,1,1,4,3,14,2,3,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7128,2,3,4,1,46,1,1,1,10,NA,NA,NA,NA,NA,3,Paysandu
7128,3,3,4,2,42,2,1,6,9,NA,NA,NA,NA,NA,3,Paysandu
7129,1,1,4,4,13,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7129,3,1,2,1,39,2,1,2,9,NA,NA,NA,1820,NA,3,Paysandu
7129,5,1,4,4,16,1,7,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7131,1,1,4,3,14,2,3,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7131,2,2,2,2,52,1,1,2,9,NA,NA,1,NA,NA,3,Paysandu
7131,3,2,2,1,39,2,6,NA,NA,NA,NA,3,2300,NA,3,Paysandu
7131,4,1,2,3,18,2,6,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7131,5,1,4,3,13,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7139,1,1,4,3,14,2,3,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7139,2,3,2,1,39,1,1,2,5,NA,NA,NA,NA,NA,3,Paysandu
7139,3,3,2,2,36,2,7,NA,NA,NA,NA,NA,2000,NA,3,Paysandu
7139,4,1,2,3,8,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7139,13,1,NA,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7142,1,1,4,3,14,1,3,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7142,2,3,2,1,40,2,1,2,5,NA,NA,3,700,NA,3,Paysandu
7142,3,3,4,2,51,1,1,2,5,NA,NA,NA,NA,NA,3,Paysandu
7142,4,1,2,3,21,1,2,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7142,5,1,4,3,18,1,2,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7142,6,1,4,3,17,2,2,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7142,7,1,2,3,11,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7144,1,1,1,3,13,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7144,2,3,2,1,52,1,1,1,5,NA,NA,NA,2000,NA,3,Paysandu
7144,3,3,2,2,45,2,6,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7144,4,1,2,3,12,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7144,5,1,2,3,11,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7145,1,1,4,3,14,2,3,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7145,2,3,2,1,51,1,1,2,8,NA,NA,NA,NA,NA,3,Paysandu
7145,3,3,4,2,53,2,6,NA,NA,NA,NA,3,1230,NA,3,Paysandu
7147,1,1,4,4,13,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7147,3,2,4,1,44,2,1,2,5,NA,NA,NA,350,NA,3,Paysandu
7147,13,2,4,2,47,1,1,2,5,NA,NA,NA,NA,NA,3,Paysandu
7148,1,1,2,3,14,2,3,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7148,2,3,2,1,54,1,1,1,4,NA,NA,NA,NA,NA,3,Paysandu
7148,3,3,2,2,45,2,1,2,9,NA,NA,NA,NA,NA,3,Paysandu
7149,1,1,4,5,14,1,3,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7149,2,3,8,1,36,1,1,2,8,NA,NA,NA,999999,NA,3,Paysandu
7149,3,3,5,2,31,2,1,2,5,NA,NA,NA,NA,NA,3,Paysandu
7149,4,1,2,3,8,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7150,1,1,4,3,14,2,3,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7150,2,3,5,2,77,1,4,NA,NA,10000,NA,1,NA,NA,3,Paysandu
7150,3,3,2,1,57,2,1,2,9,NA,NA,1,350,NA,3,Paysandu
7152,1,1,4,3,13,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7152,2,3,5,1,43,1,1,2,9,NA,NA,NA,NA,NA,3,Paysandu
7152,3,3,4,2,46,2,5,NA,NA,4767,NA,2,2230,NA,3,Paysandu
7152,4,1,4,3,17,1,3,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7152,5,1,2,3,7,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7153,1,1,2,3,13,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7153,2,3,4,1,46,1,1,5,3,NA,NA,NA,NA,NA,3,Paysandu
7153,3,3,2,2,49,2,1,2,9,NA,NA,NA,1424,NA,3,Paysandu
7153,4,1,4,3,18,2,3,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7153,5,1,2,3,15,2,3,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7154,1,1,2,7,13,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7154,2,5,2,1,65,1,4,NA,NA,8000,NA,NA,NA,NA,3,Paysandu
7154,3,1,2,4,49,2,2,NA,NA,NA,NA,3,2413,NA,3,Paysandu
7154,5,1,5,7,14,1,3,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7155,1,1,2,4,15,1,7,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7155,2,4,4,1,56,2,1,2,5,NA,NA,NA,1600,NA,3,Paysandu
7155,5,3,4,4,22,2,1,2,5,NA,NA,NA,1300,NA,3,Paysandu
7155,6,1,2,4,19,1,1,6,9,NA,NA,NA,NA,NA,3,Paysandu
7155,7,1,2,4,17,1,7,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7155,13,2,2,6,19,2,1,6,9,NA,NA,NA,864,NA,3,Paysandu
7155,14,1,1,7,1,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7155,15,1,1,7,4,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7156,1,1,4,3,15,2,3,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7156,2,2,2,2,42,2,1,5,NA,NA,NA,NA,1256,NA,3,Paysandu
7156,3,2,2,1,69,1,1,5,NA,NA,NA,2,NA,NA,3,Paysandu
7156,4,1,2,3,27,1,1,5,NA,NA,NA,NA,NA,NA,3,Paysandu
7157,1,1,4,4,13,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7157,2,2,2,2,34,1,1,2,9,NA,NA,NA,NA,NA,3,Paysandu
7157,3,2,4,1,34,2,1,2,5,NA,NA,NA,300,NA,3,Paysandu
7158,1,1,4,4,14,2,3,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7158,2,2,4,1,33,2,6,NA,NA,NA,NA,3,2400,NA,3,Paysandu
7158,3,2,2,2,30,1,5,NA,NA,3200,NA,NA,NA,NA,3,Paysandu
7158,4,1,5,4,13,1,NA,NA,NA,NA,NA,5,NA,NA,3,Paysandu
7158,5,1,2,3,9,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7158,13,1,2,3,7,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7160,1,1,4,3,14,1,3,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7160,2,3,5,1,40,1,1,2,9,NA,NA,NA,NA,NA,3,Paysandu
7160,3,3,2,2,38,2,1,6,9,NA,NA,NA,NA,NA,3,Paysandu
7160,4,1,4,3,16,2,3,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7160,5,1,2,3,10,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7162,1,1,4,4,14,2,3,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7162,2,4,4,1,37,2,2,NA,NA,3800,NA,3,3200,NA,3,Paysandu
7162,6,1,4,4,18,2,1,2,9,NA,NA,NA,NA,NA,3,Paysandu
7162,7,1,4,4,16,2,1,2,9,NA,NA,NA,NA,NA,3,Paysandu
7162,8,1,2,4,15,2,3,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7162,9,1,2,4,12,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7162,10,1,2,4,9,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7165,1,1,4,4,14,1,3,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7165,3,4,4,1,42,2,1,2,5,NA,NA,NA,2000,NA,3,Paysandu
7165,4,1,4,4,17,2,3,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7165,13,1,4,2,48,1,1,1,1,NA,NA,NA,NA,NA,3,Paysandu
7165,14,1,2,4,6,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7166,1,1,4,3,13,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7166,2,3,4,1,48,1,1,3,8,NA,NA,NA,NA,NA,3,Paysandu
7166,3,3,4,2,48,2,6,NA,NA,NA,NA,1,2800,NA,3,Paysandu
7166,6,1,4,3,18,1,1,2,9,NA,NA,NA,NA,NA,3,Paysandu
7166,7,1,4,3,17,1,1,5,8,NA,NA,NA,NA,NA,3,Paysandu
7166,8,1,2,3,10,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7166,9,5,2,8,95,2,4,NA,NA,3700,NA,NA,NA,NA,3,Paysandu
7166,13,1,2,3,6,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7166,14,1,NA,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7167,1,1,4,7,13,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7167,2,3,2,1,56,1,1,6,9,NA,NA,1,NA,NA,3,Paysandu
7167,3,3,2,2,58,2,6,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7167,5,4,2,3,31,2,1,6,5,NA,NA,3,1800,NA,3,Paysandu
7167,6,1,4,7,12,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7167,7,1,2,7,8,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7168,1,1,5,5,14,1,7,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7168,2,2,2,1,35,2,1,2,9,NA,NA,NA,NA,NA,3,Paysandu
7168,3,2,5,2,38,2,9,NA,NA,NA,NA,NA,1230,NA,3,Paysandu
7178,1,1,4,3,14,2,3,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7178,2,3,4,1,34,1,1,2,7,NA,NA,2,NA,NA,3,Paysandu
7178,3,3,4,2,34,2,1,2,7,NA,NA,2,NA,NA,3,Paysandu
7178,4,1,4,3,15,1,3,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7178,5,1,4,3,13,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7178,6,1,2,3,11,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7179,1,1,4,4,14,2,3,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7179,3,5,4,1,48,2,1,2,5,NA,NA,NA,730,NA,3,Paysandu
7179,5,1,5,4,24,1,1,2,8,NA,NA,NA,NA,NA,3,Paysandu
7192,1,1,1,3,13,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7192,2,3,4,1,46,1,1,5,5,NA,NA,NA,800,NA,3,Paysandu
7192,3,3,4,2,39,2,6,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7192,4,1,4,3,12,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7194,1,1,4,3,13,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7194,2,1,2,1,54,1,1,2,9,NA,NA,NA,NA,NA,3,Paysandu
7194,3,1,4,2,58,2,1,2,8,NA,NA,NA,1000,NA,3,Paysandu
7195,1,1,4,3,14,1,3,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7195,2,3,2,1,47,1,1,2,9,NA,NA,NA,NA,NA,3,Paysandu
7195,3,3,2,2,39,2,1,2,4,NA,NA,NA,NA,NA,3,Paysandu
7196,1,1,2,4,14,2,3,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7196,4,1,4,1,50,1,1,2,9,NA,NA,NA,NA,NA,3,Paysandu
7196,5,1,4,4,16,2,7,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7196,9,1,2,8,65,2,7,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7197,1,1,2,3,13,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7197,2,1,3,1,43,1,1,1,9,NA,NA,NA,NA,NA,3,Paysandu
7197,3,1,2,2,999,2,6,NA,NA,NA,NA,NA,2700,NA,3,Paysandu
7197,6,1,5,3,16,1,7,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7197,7,1,3,3,9,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7199,1,1,4,3,13,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7199,2,3,2,1,42,1,1,2,8,NA,NA,NA,NA,NA,3,Paysandu
7199,3,3,2,2,31,2,1,2,7,NA,NA,NA,2700,NA,3,Paysandu
7199,4,1,4,4,20,2,7,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7199,5,1,4,4,18,2,7,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7199,6,1,4,4,18,1,7,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7199,7,1,4,3,16,1,3,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7199,8,1,2,3,10,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7200,1,1,2,4,13,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7200,3,4,4,1,37,2,1,3,5,NA,NA,3,1328,NA,3,Paysandu
7200,4,1,4,4,16,1,6,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7201,1,1,2,4,13,2,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7201,2,4,5,1,45,1,1,6,9,NA,NA,3,1800,NA,3,Paysandu
7201,5,1,4,4,20,2,1,2,9,NA,NA,1,700,NA,3,Paysandu
7201,6,1,4,4,17,2,3,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7201,7,1,2,4,10,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7201,13,1,2,4,7,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7201,14,1,NA,7,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7202,1,1,4,3,14,2,3,NA,NA,NA,NA,NA,NA,NA,3,Paysandu
7202,2,3,2,1,43,1,1,2,9,NA,NA,NA,NA,NA,3,Paysandu
